location,name,note,waterfront,state,ownership,website,elevation_feet,delta_temp,climate,visited,phone
"37.4241,-80.6763",Groundhog Trail Parking Lot,This is a small gravel trailhead parking lot off of VA-219/24 (Spruce Run).  There is a sign that says 'Sugar Camp Parking'.  The nearby Groundhog Trail leads up to the Appalacian Trail which runs along the ridgetop. --AWH,none,VA,federal,,2162,-3.6718200000000047,similar,no,
"37.9595,-80.0703",Meadow Creek dispersed camp sites,Multiple dispersed campsites along Meadow Creek near Lake Sherwood Recreation Area. --AWH,none,WV,federal,,2513,-5.887439999999998,slightly cooler,no,
"38.5907,-79.9608",Beckys Creek Wildlife Management Area,Dispersed camping sites along Becky Creek.  Camp in designated sites only. --AWH,creek,WV,federal,,2936,-8.532899999999996,slightly cooler,no,
"38.6081,-79.8811",Shaver's Fork Dispersed Campsites,High-elevation dispersed wooded riverfront campsites spread out along the Shavers Fork of the Cheat River. --AWH,river,WV,federal,,3625,-11.02122,cooler,no,
"38.6353,-79.8718",Stonecoal dispersed camping,Many high-elevation dispersed wooded riverfront campsites spread out along the Shavers Fork of the Cheat River. --AWH,river,WV,federal,https://thedyrt.com/camping/west-virginia/stonecoal-dispersed-camping-area,3599,-10.976580000000002,cooler,no,
"38.9637,-79.6070",Lower Glady Dispersed Campground,Many dispersed wooded riverfront campsites spread out along the Cheat River. --AWH,river,WV,federal,https://thedyrt.com/camping/west-virginia/lower-glady-dispersed-campground,2342,-7.086600000000004,slightly cooler,no,
"39.0077,-79.5493",Gladwin Dispersed Camping Area,"Several dispersed wooded riverfront campsites along the Glady Fork of the Cheat River, including one site on the other side of a low water bridge.  Avoid the nearby field which is private property. --AWH",river,WV,federal,https://thedyrt.com/camping/west-virginia/gladwin-dispersed-camping,1991,-5.913899999999999,slightly cooler,no,
"38.7475,-79.1089",Camp Run Campground,First-come-first-served USFS campground with several sites are right on the creek.  No fee; open year round.  --AWH,creek,WV,federal,https://www.fs.usda.gov/r08/gwj/recreation/camp-run-campground,1640,-4.193640000000004,slightly cooler,no,
"39.0660,-79.3016",Dolly Sods bookdocking sites #2,Dolly Sods high-elevation plateau; no waterfront. --AWH,none,WV,federal,,3930,-12.933540000000004,cooler,no,
"39.0574,-79.2847",Dolly Sods boondocking sites #1,Dolly Sods dispersed wilderness area; not on a water body. --AWH,none,WV,federal,,2920,-9.31446,cooler,no,
"39.0676,-78.6378",Squirrel Gap Road Parking,large paved parking lot just off of US-48 --AWH,none,WV,federal,,1519,-4.336919999999997,slightly cooler,no,
"39.1165,-78.4989",Hawk Recreation Area,Quiet wooded campground way back in the woods off a gravel road.  --AWH,none,VA,federal,,1427,-4.0973400000000035,slightly cooler,yes,
"38.5813,-79.0523",Long Run Road Campsite #2,Unverified high-elevation dispersed site; road may require 4WD.  --AWH,none,VA,federal,,3143,-9.253079999999997,cooler,no,
"38.5774,-79.0371",Long Run Road Campsite #1,Unverified high-elevation dispersed site; road may require 4WD.  --AWH,none,VA,federal,,3389,-10.123559999999994,cooler,no,
"38.5950,-79.0710",Western-Facing Campsite on a spur off of Long Run Road,Unverified high-elevation dispersed site; road may require 4WD.  --AWH,none,VA,federal,,3658,-11.114639999999998,cooler,no,
"38.5867,-79.0579",Long Run Road Campsite #3,Unverified high-elevation dispersed site; road may require 4WD.  --AWH,none,VA,federal,,3415,-10.2339,cooler,no,
"38.6734,-79.5699","Back Ridge Shadows, LLC",Private campground at high elevation near Spruce Knob; not waterfront. --AWH,none,WV,private,https://backridgeshadowsllc.godaddysites.com/,3973,-12.378960000000001,cooler,no,304-668-9011
"36.6648,-81.6031",High Country Campground,Private high-elevation mountain campground in the Mt. Rogers area; not waterfront. --AWH,none,VA,private,,3294,-6.3415799999999996,slightly cooler,no,
"36.6883,-81.5393",Grindstone Campground,Private high-elevation mountain campground; not waterfront. --AWH,none,VA,private,,3730,-7.939979999999996,slightly cooler,no,
"39.0142,-79.4568",Canaan Valley Resort Campground,High-elevation campground.  --AWH,none,WV,state,,3261,-10.453500000000004,cooler,no,
"37.0440,-80.8715",Gatewood Park Campground,Municipal park campground on Gatewood Reservoir with some lakefront sites. --AWH,lake,VA,local,,2194,-3.104639999999994,similar,no,
"38.2484,-80.4448",Summit Lake Campground,"High-elevation campground.  There is a lake nearby, but the campsites are not lakefront --AWH",none,WV,federal,,3494,-9.905759999999994,cooler,no,
"36.6286,-81.4966",Grayson Highlands State Park,High-altitude campground known for meadows and wild ponies; no waterfront. --AWH,none,VA,state,,4665,-11.167019999999999,cooler,no,
"36.8694,-82.5263",Bark Camp Recreation Area,USFS campground set back in the woods near Bark Camp Lake.  Campsites are not lakefront. --AWH,none,VA,federal,,2874,-5.212259999999998,slightly cooler,no,
"36.9122,-82.6330",Flag Rock Recreational Area,High-elevation campground operated by City of Norton; $20/night first-come-first-served; fresh water and dump station; closed winters. --AWH,none,VA,local,https://www.nortonva.gov/467/Campground,3349,-6.985799999999998,slightly cooler,no,
"36.8876,-82.6140",High Knob Recreation Area,USFS high-elevation campground near High Knob Lookout Tower.  Campsites are not waterfront. --AWH,none,VA,federal,,3655,-8.029619999999998,slightly cooler,no,
"39.6066,-78.0100",Fort Frederick State Park,Multiple waterfront sites on a bluff overlooking the Potomac River.  View may be blocked by vegetation. --AWH,river,WV,state,,429,-1.4227200000000002,similar,no,
"40.2159,-75.7838",French Creek State Park Campground,"There is a lake in the park, but the campground is not lakefront. --AWH",none,PA,state,https://pennsylvaniastateparks.reserveamerica.com/camping/french-creek-state-park/r/campgroundDetails.do?contractCode=PA&parkId=880406,928,-4.2978599999999965,slightly cooler,no,
"40.7092,-79.5158",Crooked Creek Campground,USACE campground close to the lake but not lakefront. --AWH,none,PA,federal,,997,-5.431500000000005,slightly cooler,no,
"38.0973,-77.8923",Christopher Run Campground,"Note that the campground's lakefront sites are on the beach, and the beach is open to anyone who is staying at the campground. --AWH",lake,VA,private,,269,1.8673200000000054,similar,no,
"37.3092,-76.5496",Machicomoco State Park Campground,Park is located along the York river.  Campground is not waterfront. --AWH,none,VA,state,,42,4.093200000000006,slightly warmer,no,
"37.1905,-76.5481",Newport News Park,Park is located on the city reservoir.  Some campsites appear to be waterfront. --AWH,lake,VA,local,https://nnparksandrec.org/newportnewspark/,65,4.22496,slightly warmer,no,
"37.1403,-76.7484",Chippokes State Park,"The park borders the James River, but the campground is inland in a wooded area well away from the river. --AWH",none,VA,state,,98,4.1983199999999945,slightly warmer,no,
"37.4248,-76.8522",Colonial Pines Campground,Pleasant wooded campground at Williamsburg Christian Retreat Center.  --AWH,none,VA,private,,114,3.627720000000004,similar,yes,
"36.6619,-78.6292",Buffalo Park and Campground,several sites are right on the beach --AWH,lake,VA,federal,https://www.recreation.gov/camping/campgrounds/233442,344,4.1819399999999955,slightly warmer,no,
"36.5768,-78.5488",Longwood Park,Multiple waterfront campsites directly on the lakeshore --AWH,lake,VA,federal,https://www.recreation.gov/camping/campgrounds/233545,321,4.417020000000003,slightly warmer,no,
"36.6575,-78.4423",Rudds Creek Campground,COE-style campground with many sites right on the lake --AWH,lake,VA,federal,https://www.recreation.gov/camping/campgrounds/233610,318,4.283460000000002,slightly warmer,no,"(434) 738-6827, (434) 738-6143"
"36.8045,-80.0587",Goose Point Park,USACE campground on a peninsula jutting into Philpott Lake with multiple campsites directly on the lakeshore. --AWH,lake,VA,federal,,1151,1.047060000000005,similar,no,
"36.8135,-80.0387",Salthouse Branch Park,USACE campground on Philpott Lake with campsites near the lakeshore. --AWH,lakeview,VA,federal,,1033,1.4520600000000043,similar,no,
"36.8341,-80.0723",Horseshoe Point Park,USACE campground on a horseshoe-shaped point in Philpott Lake with sites directly on the lakeshore. --AWH,lake,VA,federal,,994,1.5553800000000013,similar,no,
"38.6705,-80.5472",Gerald Freeman Campground,Multiple waterfront campsites along the Holly River --AWH,lake,WV,federal,https://www.recreation.gov/camping/campgrounds/233678,977,-1.6916399999999945,similar,no,
"38.2216,-80.9096",Battle Run Campground,Campground on a peninsula in Summersville lake.  Many sites are right on the water. --AWH,lake,WV,federal,,1673,-3.364020000000004,similar,no,
"37.9848,-79.9696",Bolar Mountain Recreation Area,USFS campground on the shore of Lake Moomaw with sites directly on the lake shoreline.  Route 603 NW of the campground is a narrow one-lane gravel road with steep drop-offs not suitable for RVs.  Campground should be accessed from route 600 instead. --AWH,lake,VA,federal,,1637,-2.8090799999999994,similar,no,
"38.2374,-75.1374",Assateague State Park,In the dunes on the Atlantic ocean.  --AWH,coastal dunes,MD,state,,0,2.5745399999999985,similar,yes,
"36.5861,-78.3081",North Bend Park,USACE campground with many lakefront sites.  --AWH,lake,VA,federal,https://www.recreation.gov/camping/campgrounds/233563,311,4.435379999999998,slightly warmer,yes,
"36.7022,-82.7380",Lover's Leap Campground,Two camp loops on a hill in a wooded area --AWH,none,VA,federal,,1834,-1.2023999999999955,similar,no,
"26.4683,-81.9495",San Carlos RV Park & Islands,Waterfront RV park in the Fort Myers Beach area with sites directly on San Carlos Bay.  --AWH,bay,FL,private,https://www.sancarlosrv.com/,19,23.688720000000004,hot,yes,
"26.4901,-81.9408",Gulf Air,Campground is not on the water --AWH,none,FL,private,,13,23.67288,hot,no,
"26.4340,-81.8157",Koreshan State Park,Campground is in a wooded area --AWH,none,FL,state,https://reserve.floridastateparks.org/Web/,36,23.691959999999998,hot,no,
"26.4440,-82.0427",Periwinkle Park Campground,Interior campground on Sanibel Island; not directly on the beach or bay. --AWH,coastal woods,FL,private,,16,23.74416,hot,no,
"39.8888,-79.4945",Ohiopyle State Park Kentuck Campground,Kentuck Campground is on a ridge/plateau away from the Youghiogheny River. --AWH,none,PA,state,,1660,-6.318180000000006,slightly cooler,no,
"39.9922,-79.2421",Laurel Hill State Park Campground,The park has Laurel Hill Lake but the campground is set back in the woods; the lake and beach area are a walk from the campground loops. --AWH,none,PA,state,,1971,-7.615799999999994,slightly cooler,no,
"41.3776,-82.2244",Vermilion Travel Plaza,"Travel plaza-style campground in Vermilion, OH; not a waterfront campground. --AWH",none,OH,private,,734,-5.698620000000002,slightly cooler,no,
"41.1314,-82.2087",Findley State Park,Findley State Park has Findley Lake but the campground is in a standard wooded loop design set back from the lakeshore. --AWH,none,OH,state,,876,-5.758559999999999,slightly cooler,no,
"41.1939,-81.4057",Silver Springs Campground,Pleasant city-operated campground in the Stow town park.  --AWH,none,OH,local,,1105,-6.690059999999999,slightly cooler,yes,
"45.7444,-84.9022",Wilderness State Park,Lakeshore loop has sites right on Lake Michigan.  --AWH,lake,MI,state,,613,-13.125959999999997,cooler,yes,
"41.7044,-85.0288",Pokagon State Park,"Park is on Lake James; campground is set back in the woods, not on the lake.  --AWH",none,IN,state,,1033,-7.351559999999998,slightly cooler,no,
"41.6443,-84.3719",Harrison Lake State Park,"Some campsites in the South Campground are lakefront, but vegetation or berms may block view and access.  --AWH",lakeview,OH,state,,807,-6.436080000000002,slightly cooler,yes,
"41.6576,-87.0554",Indiana Dunes State Park Campground Showers and Bathrooms,"While the park is on Lake Michigan, the campground is set back in the dunes/woods behind the beach. --AWH",coastal woods,IN,state,,629,-5.8282200000000035,slightly cooler,no,
"45.8551,-84.7195",Straits State Park,A small number of non-electric tent/RV sites are directly on the lake. --AWH,lake,MI,state,,669,-13.52412,cooler,yes,
"41.1428,-81.1129",West Branch State Park Campground,The park has a reservoir but the campground is in a standard wooded loop layout not directly on the shoreline. --AWH,none,OH,state,,1049,-6.399180000000002,slightly cooler,no,
"42.2993,-86.3259",Covert Township Park,Small campground set back in a wooded area a short walk from the lake. --AWH,coastal woods,MI,local,,652,-7.065180000000004,slightly cooler,no,
"42.3346,-86.3006",Van Buren State Park,Campground is set back in a wooded area a short walk from the lake. --AWH,coastal woods,MI,state,,656,-7.140420000000003,slightly cooler,no,
"42.4366,-87.8071",Illinois Beach State Park Campground,Campsites are lakefront but are set behind dunes and some vegetation. --AWH,coastal dunes,IL,state,,597,-7.113419999999997,slightly cooler,no,
"41.9100,-86.5871",Warren Dunes State Park Campground,"While the park is on Lake Michigan, the campground is set back from the beach in a wooded area behind the substantial dunes. --AWH",coastal woods,MI,state,,629,-6.282539999999994,slightly cooler,no,
"35.5319,-78.2632",North Pointe RV Resort,Adjacent to I-95 and a small pond.  --AWH,pond,NC,private,https://www.campspot.com/book/northpointervresort,173,6.824339999999999,slightly warmer,yes,919-965-5923
"43.6651,-87.7192",Kohler-Andrae State Park,Campground is close to the lakeshore but is set back in a wooded area. --AWH,coastal woods,WI,state,,600,-9.336420000000004,cooler,no,
"44.1827,-87.5273",Point Beach Campground,Campground is close to the lakeshore but is set back in a wooded area. --AWH,coastal woods,WI,state,,613,-10.314899999999994,cooler,no,
"45.4637,-83.8836",Hoeft State Park,Park on Lake Huron with sandy beach.  Campground is in a wooded area adjacent to the beach.  --AWH,coastal woods,MI,state,,646,-12.737700000000006,cooler,no,
"41.6789,-83.3740",Maumee Bay State Park,Campground on Maumee Bay of Lake Erie.  Campsites are not waterfront. --AWH,coastal woods,OH,state,,574,-5.667659999999997,slightly cooler,no,
